ダウンロードした時刻：2026/05/22 15:15:16

,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),日降水量の最大(mm),日降水量の最大(mm),平均蒸気圧(hPa),平均現地気圧(hPa)
,,,,,,,,,
,,,,,現象なし情報,,現象なし情報,,
2021/4,15.1,26.2,6.0,156.0,0,37.0,0,10.3,1014.8
2021/5,19.6,28.9,10.9,99.5,0,35.5,0,16.5,1006.6
2021/6,22.7,31.4,15.1,168.5,0,53.0,0,21.0,1007.4
2021/7,25.9,34.7,19.3,310.0,0,68.0,0,27.2,1007.7
2021/8,27.4,36.8,18.4,382.5,0,138.5,0,29.0,1007.2
2021/9,22.3,31.7,16.8,222.5,0,124.5,0,22.0,1012.2
2021/10,18.2,30.1,7.9,199.5,0,113.0,0,16.3,1015.8
2021/11,13.7,22.1,3.8,93.0,0,47.5,0,10.3,1013.2
2021/12,7.9,20.3,-2.2,116.0,0,54.5,0,6.6,1013.0
2022/1,4.9,13.4,-3.5,22.5,0,16.0,0,4.4,1012.7
2022/2,5.2,18.5,-1.9,71.0,0,27.0,0,4.6,1013.6
2022/3,10.9,24.1,0.5,110.5,0,48.0,0,8.3,1012.0
2022/4,15.3,27.7,3.6,224.5,0,53.5,0,13.2,1013.6
2022/5,18.8,31.2,9.3,198.0,0,59.5,0,16.1,1010.0
2022/6,23.0,36.4,14.7,64.0,0,43.5,0,21.7,1007.1
2022/7,27.4,37.0,21.8,233.0,0,61.5,0,28.6,1004.8
2022/8,27.5,36.4,18.6,105.0,0,47.5,0,28.9,1005.9
2022/9,24.4,32.7,16.5,310.0,0,112.5,0,24.6,1011.2
2022/10,17.2,29.6,8.5,118.0,0,53.0,0,14.9,1016.3
2022/11,14.5,24.3,7.7,102.5,0,42.0,0,11.5,1015.6
2022/12,7.5,15.9,-0.1,56.5,0,19.5,0,6.3,1011.9
2023/1,5.7,14.2,-3.4,15.5,0,8.0,0,5.2,1013.4
2023/2,7.3,19.4,-0.7,40.5,0,27.5,0,5.6,1016.6
2023/3,12.9,25.0,3.6,145.0,0,32.0,0,10.2,1016.2
2023/4,16.3,26.8,6.6,90.0,0,33.0,0,11.8,1011.5
2023/5,19.0,32.2,10.1,159.0,0,43.5,0,15.7,1011.0
2023/6,23.2,33.8,15.3,347.0,0,168.5,0,22.4,1006.1
2023/7,28.7,37.7,20.7,30.0,0,13.5,0,27.8,1007.2
2023/8,29.2,36.7,22.2,132.5,0,48.5,0,31.2,1007.0
2023/9,26.7,34.9,18.5,229.0,0,107.5,0,27.8,1009.7
2023/10,18.9,29.9,11.4,147.0,0,43.5,0,14.4,1011.6
2023/11,14.4,27.5,5.3,41.5,0,33.5,0,11.3,1013.9
2023/12,9.4,21.1,0.1,19.5,0,15.5,0,7.2,1015.4
2024/1,7.1,15.6,-1.1,36.0,0,31.5,0,5.5,1013.6
2024/2,8.0,23.7,-0.1,78.5,0,35.0,0,6.9,1017.3
2024/3,9.6,28.1,0.4,188.5,0,45.0,0,7.3,1010.4
2024/4,17.1,28.2,7.4,115.5,0,55.5,0,14.1,1011.7
2024/5,20.0,29.0,8.7,201.5,0,58.5,0,16.7,1010.7
2024/6,23.1,33.4,14.8,350.0,0,98.0,0,21.9,1006.7
2024/7,28.7,37.3,22.1,206.5,0,45.0,0,30.2,1005.2
2024/8,29.0,35.9,23.3,381.0,0,90.0,0,31.5,1004.9
2024/9,26.6,35.1,17.7,111.5,0,35.5,0,28.0,1010.5
2024/10,20.6,31.9,11.5,174.5,0,53.5,0,19.5,1015.8
2024/11,13.7,23.8,5.5,82.0,0,33.5,0,11.0,1015.2
2024/12,8.1,17.8,0.5,0.5,0,0.5,0,5.9,1010.7
2025/1,6.6,15.6,-0.2,26.0,0,25.0,0,5.2,1013.0
2025/2,6.5,17.6,-1.0,6.5,0,6.5,0,4.3,1011.0
2025/3,10.7,25.9,0.4,153.0,0,30.0,0,8.5,1012.2
2025/4,15.6,27.8,4.1,154.5,0,41.0,0,12.2,1008.2
2025/5,19.2,31.1,11.6,206.0,0,50.5,0,16.7,1009.1
2025/6,24.7,34.8,15.0,100.0,0,31.0,0,24.4,1006.4
2025/7,28.4,36.4,20.7,74.5,0,25.5,0,29.4,1007.7
2025/8,29.6,38.5,23.8,68.5,0,25.5,0,30.2,1006.5
2025/9,26.5,37.0,17.9,203.5,0,95.0,0,26.6,1010.4
2025/10,18.5,29.3,9.7,106.5,0,37.0,0,16.8,1016.2
2025/11,12.8,22.4,5.1,17.0,0,12.5,0,9.5,1014.8
2025/12,8.4,20.0,-0.3,36.5,0,9.5,0,6.6,1014.4
