ダウンロードした時刻：2026/05/22 15:15:16

,東京,東京,東京,東京,東京,東京,東京,東京,東京
年月,平均気温(℃),最高気温(℃),最低気温(℃),降水量の合計(mm),降水量の合計(mm),日降水量の最大(mm),日降水量の最大(mm),平均蒸気圧(hPa),平均現地気圧(hPa)
,,,,,,,,,
,,,,,現象なし情報,,現象なし情報,,
1951/1,,14.4,-5.4,36.4,0,21.6,0,,1017.2
1951/2,,18.0,-4.2,120.4,0,48.6,0,,1015.2
1951/3,,19.6,-1.1,149.1,0,52.0,0,,1014.5
1951/4,,26.4,5.2,177.1,0,42.0,0,,1015.1
1951/5,,29.2,9.8,86.4,0,45.0,0,,1011.1
1951/6,,30.3,12.1,144.3,0,53.0,0,,1007.3
1951/7,,34.8,16.1,157.4,0,33.0,0,,1009.8
1951/8,,36.4,20.1,220.6,0,103.5,0,,1010.7
1951/9,,30.4,11.1,217.8,0,43.6,0,,1012.4
1951/10,,27.2,8.6,170.1,0,36.4,0,,1015.5
1951/11,,23.5,-0.7,68.4,0,28.4,0,,1015.9
1951/12,,18.9,-1.3,41.8,0,15.8,0,,1015.9
1952/1,,17.7,-3.5,98.9,0,33.1,0,,1014.7
1952/2,,12.5,-4.8,79.9,0,16.2,0,,1016.8
1952/3,,19.2,-0.5,221.2,0,64.9,0,,1013.3
1952/4,,27.0,0.3,202.8,0,48.9,0,,1015.2
1952/5,,27.1,9.4,136.7,0,31.0,0,,1012.4
1952/6,,30.4,11.4,242.6,0,71.5,0,,1007.7
1952/7,,32.7,17.7,205.3,0,26.2,0,,1008.1
1952/8,,34.5,21.5,73.3,0,22.4,0,,1009.6
1952/9,,34.3,15.3,129.0,0,46.1,0,,1012.0
1952/10,,28.8,8.3,105.0,0,31.5,0,,1016.2
1952/11,,23.4,4.3,124.4,0,42.6,0,,1018.7
1952/12,,15.6,-4.2,21.5,0,11.4,0,,1018.0
1953/1,,15.0,-3.8,38.2,0,17.0,0,,1013.8
1953/2,,19.5,-4.4,42.1,0,15.0,0,,1019.1
1953/3,,20.1,-0.6,136.5,0,27.5,0,,1012.7
1953/4,,24.6,3.7,49.6,0,13.1,0,,1014.8
1953/5,,27.6,4.0,170.3,0,42.6,0,,1013.0
1953/6,,30.7,13.9,191.2,0,60.0,0,,1007.5
1953/7,,33.3,16.5,183.8,0,58.0,0,,1009.1
1953/8,,38.4,15.9,247.2,0,43.5,0,,1009.2
1953/9,,31.9,14.3,248.1,0,57.0,0,,1012.5
1953/10,,24.9,10.1,144.0,0,45.0,0,,1016.8
1953/11,,24.9,-0.6,21.3,0,10.7,0,,1017.5
1953/12,,20.0,-0.1,47.1,0,24.6,0,,1020.9
1954/1,,14.1,-6.3,120.4,0,32.5,0,,1015.2
1954/2,,21.4,-4.4,53.0,0,18.8,0,,1016.0
1954/3,,22.3,0.0,115.2,0,30.2,0,,1017.0
1954/4,,25.4,5.4,177.3,0,42.0,0,,1013.4
1954/5,,28.0,9.1,136.8,0,45.7,0,,1011.7
1954/6,,27.1,12.0,304.5,0,92.2,0,,1009.6
1954/7,,31.6,15.7,121.9,0,33.8,0,,1008.8
1954/8,,36.3,21.2,120.8,0,52.5,0,,1009.9
1954/9,,32.1,16.2,246.4,0,68.8,0,,1011.2
1954/10,,24.7,7.4,145.1,0,27.9,0,,1016.7
1954/11,,22.1,4.1,149.6,0,80.5,0,,1018.3
1954/12,,20.1,-0.4,79.7,0,27.4,0,,1018.4
1955/1,,14.3,-4.7,43.3,0,21.1,0,,1016.0
1955/2,,18.8,-3.8,89.4,0,40.5,0,,1011.8
1955/3,,22.5,-0.2,170.5,0,41.2,0,,1017.8
1955/4,,24.9,1.5,87.5,0,23.3,0,,1014.9
1955/5,,27.7,7.8,158.2,0,38.7,0,,1010.3
1955/6,,32.0,14.0,81.0,0,29.0,0,,1008.3
1955/7,,34.7,21.6,71.0,0,40.1,0,,1008.8
1955/8,,35.4,20.5,201.9,0,67.1,0,,1009.6
1955/9,,31.6,13.1,197.9,0,48.5,0,,1012.1
1955/10,,28.7,10.0,319.4,0,106.2,0,,1013.7
1955/11,,21.2,3.5,110.3,0,70.5,0,,1018.2
1955/12,,20.7,-2.5,23.5,0,19.8,0,,1013.2
1956/1,,15.0,-4.2,102.2,0,45.4,0,,1011.3
1956/2,,20.5,-3.9,52.3,0,29.0,0,,1010.9
1956/3,,22.3,-1.2,152.6,0,65.0,0,,1016.4
1956/4,,27.2,1.0,137.5,0,25.2,0,,1013.3
1956/5,,30.4,6.9,309.1,0,62.7,0,,1012.5
1956/6,,31.5,15.1,151.6,0,41.3,0,,1008.0
1956/7,,33.1,17.3,64.8,0,27.3,0,,1007.8
1956/8,,35.5,17.2,107.1,0,20.6,0,,1008.0
1956/9,,32.2,14.3,197.1,0,68.5,0,,1013.6
1956/10,,26.8,7.5,302.8,0,77.2,0,,1017.8
1956/11,,22.8,0.9,75.9,0,20.9,0,,1018.3
1956/12,,18.5,-3.8,4.3,0,2.4,0,,1016.2
1957/1,,20.2,-3.1,2.6,0,1.2,0,,1015.9
1957/2,,13.4,-3.7,93.9,0,39.0,0,,1016.1
1957/3,,20.4,-3.4,77.4,0,42.1,0,,1011.8
1957/4,,26.0,1.6,118.5,0,36.1,0,,1014.6
1957/5,,26.3,7.4,164.1,0,50.6,0,,1011.1
1957/6,,28.8,11.4,320.9,0,119.0,0,,1008.2
1957/7,,33.9,17.6,143.1,0,22.9,0,,1006.6
1957/8,,34.9,20.8,47.4,0,29.1,0,,1009.2
1957/9,,31.3,13.0,243.6,0,35.9,0,,1011.8
1957/10,,25.8,6.1,121.8,0,81.5,0,,1013.9
1957/11,,23.4,3.6,51.6,0,19.9,0,,1018.8
1957/12,,22.7,-0.9,115.1,0,46.1,0,,1015.1
1958/1,,15.5,-4.5,69.5,0,28.3,0,,1016.2
1958/2,,22.1,-2.3,67.1,0,30.3,0,,1015.0
1958/3,,20.6,-4.4,62.9,0,23.6,0,,1013.4
1958/4,,25.7,2.9,47.5,0,8.4,0,,1014.4
1958/5,,31.4,5.8,80.3,0,15.4,0,,1011.1
1958/6,,33.2,11.8,63.0,0,25.1,0,,1008.5
1958/7,,32.8,17.8,197.5,0,74.5,0,,1007.6
1958/8,,33.6,19.2,83.4,0,26.5,0,,1009.8
1958/9,,34.4,15.1,670.9,0,371.9,0,,1009.8
1958/10,,28.4,5.9,275.9,0,51.8,0,,1017.8
1958/11,,23.6,0.4,89.4,0,34.5,0,,1019.1
1958/12,,17.8,-0.6,97.5,0,30.1,0,,1016.1
1959/1,,16.9,-6.1,54.7,0,31.3,0,,1013.8
1959/2,,22.2,-2.7,115.3,0,24.5,0,,1019.3
1959/3,,21.6,0.7,92.3,0,35.6,0,,1017.3
1959/4,,27.1,4.7,162.7,0,49.2,0,,1013.5
1959/5,,31.0,9.5,196.9,0,37.2,0,,1011.1
1959/6,,27.7,13.2,123.0,0,35.4,0,,1008.0
1959/7,,34.5,19.5,71.0,0,25.9,0,,1006.7
1959/8,,35.0,18.8,137.2,0,45.4,0,,1006.1
1959/9,,36.4,17.4,162.0,0,55.7,0,,1010.5
1959/10,,29.2,10.1,217.3,0,70.1,0,,1015.9
1959/11,,23.1,3.1,117.6,0,53.0,0,,1018.3
1959/12,,18.4,-2.5,176.3,0,51.2,0,,1017.8
1960/1,,21.0,-5.6,31.2,0,24.8,0,,1014.9
1960/2,,19.5,-2.5,8.8,0,4.4,0,,1015.4
1960/3,,24.0,-0.4,71.2,0,19.7,0,,1013.9
1960/4,,23.6,4.0,164.8,0,40.1,0,,1014.3
1960/5,,27.4,6.9,124.8,0,26.6,0,,1010.3
1960/6,,31.5,12.9,83.0,0,38.2,0,,1010.0
1960/7,,33.7,19.9,31.6,0,19.1,0,,1008.2
1960/8,,34.7,18.2,215.0,0,52.8,0,,1010.5
1960/9,,32.7,11.3,177.1,0,83.9,0,,1013.5
1960/10,,27.9,8.9,182.0,0,69.5,0,,1017.0
1960/11,,22.8,0.4,123.1,0,30.2,0,,1016.9
1960/12,,20.1,-2.3,69.3,0,34.9,0,,1013.9
1961/1,,15.1,-4.4,39.0,0,20.2,0,,1015.2
1961/2,,13.7,-4.4,43.5,0,20.8,0,,1011.8
1961/3,,21.9,-0.4,106.6,0,30.8,0,,1016.9
1961/4,,26.0,2.9,183.1,0,52.5,0,,1013.9
1961/5,,30.4,10.7,55.5,0,19.9,0,,1011.2
1961/6,,30.1,13.8,305.5,0,69.6,0,,1009.0
1961/7,,37.5,20.3,29.5,0,19.6,0,,1007.9
1961/8,,35.0,20.3,30.9,0,7.3,0,,1009.2
1961/9,,35.0,16.4,37.0,0,14.0,0,,1013.0
1961/10,,29.8,10.1,338.4,0,161.2,0,,1015.5
1961/11,,23.1,1.4,50.7,0,19.1,0,,1019.1
1961/12,,19.2,-1.9,40.5,0,23.2,0,,1013.7
1962/1,,13.8,-3.8,40.5,0,23.3,0,,1009.9
1962/2,,24.5,-2.6,13.5,0,12.7,0,,1014.1
1962/3,,18.8,-0.8,65.5,0,15.9,0,,1011.8
1962/4,,24.5,2.8,124.2,0,35.0,0,,1015.3
1962/5,,28.9,9.7,211.5,0,51.5,0,,1010.7
1962/6,,29.2,12.6,244.5,0,53.4,0,,1008.4
1962/7,,34.1,16.6,166.9,0,50.1,0,,1008.9
1962/8,,37.6,21.8,50.1,0,20.4,0,,1009.7
1962/9,,32.9,12.2,4.9,0,1.7,0,,1012.6
1962/10,,29.5,8.2,119.8,0,35.5,0,,1016.7
1962/11,,25.6,0.1,151.8,0,55.3,0,,1018.9
1962/12,,16.3,-0.3,62.8,0,41.7,0,,1015.4
1963/1,,12.7,-5.5,0.2,0,0.2,0,,1003.2
1963/2,,15.3,-4.1,21.3,0,10.5,0,,1013.5
1963/3,,20.5,-2.1,86.7,0,25.2,0,,1014.7
1963/4,,26.9,2.4,76.1,0,30.5,0,,1018.5
1963/5,,31.2,8.1,135.1,0,28.9,0,,1013.0
1963/6,,35.7,10.3,248.2,0,113.4,0,,1011.2
1963/7,,35.5,16.8,65.9,0,21.9,0,,1009.8
1963/8,,37.2,20.9,382.2,0,154.5,0,,1007.2
1963/9,,30.6,11.7,144.2,0,66.5,0,,1010.9
1963/10,,27.0,8.4,294.7,0,98.8,0,,1016.8
1963/11,,23.1,3.1,90.6,0,43.9,0,,1017.1
1963/12,,18.7,-0.9,29.8,0,10.9,0,,1016.2
1964/1,,18.7,-2.8,144.6,0,40.4,0,,1017.5
1964/2,,12.6,-2.4,64.0,0,18.6,0,,1019.0
1964/3,,21.3,0.0,99.7,0,29.7,0,,1015.1
1964/4,,26.3,5.5,94.2,0,27.9,0,,1019.2
1964/5,,31.4,9.9,80.4,0,28.4,0,,1013.7
1964/6,,30.5,11.3,139.9,0,38.6,0,,1007.1
1964/7,,34.0,18.3,45.9,0,18.5,0,,1007.5
1964/8,,35.2,21.6,110.8,0,61.9,0,,1008.6
1964/9,,32.4,12.3,132.4,0,49.0,0,,1012.4
1964/10,,26.0,8.3,130.5,0,38.0,0,,1019.2
1964/11,,21.5,2.4,50.3,0,16.0,0,,1016.2
1964/12,,15.0,-1.0,47.5,0,20.5,0,,1018.5
1965/1,,12.9,-3.3,48.0,0,22.5,0,,1010.6
1965/2,,18.3,-4.7,10.5,0,6.0,0,,1009.7
1965/3,,16.4,-1.1,44.5,0,41.0,0,,1009.0
1965/4,,25.1,2.6,87.0,0,29.0,0,,1009.9
1965/5,,26.6,7.4,400.0,0,118.0,0,,1007.5
1965/6,,31.2,13.4,219.5,0,69.5,0,,1005.0
1965/7,,33.6,17.1,97.0,0,22.0,0,,1003.1
1965/8,,35.0,19.9,234.5,0,108.0,0,,1006.2
1965/9,,29.9,13.9,204.5,0,37.0,0,,1006.2
1965/10,,26.8,10.3,53.0,0,18.5,0,,1013.6
1965/11,,24.9,4.6,131.5,0,55.5,0,,1013.7
1965/12,,17.6,-1.4,66.0,0,29.5,0,,1010.8
1966/1,,17.2,-2.9,23.6,0,22.5,0,,1010.3
1966/2,,19.1,-3.2,122.0,0,51.5,0,,1010.8
1966/3,,21.6,1.2,99.9,0,32.0,0,,1006.9
1966/4,,26.4,5.0,133.7,0,30.0,0,,1010.6
1966/5,,27.5,9.0,196.2,0,45.5,0,,1008.2
1966/6,,30.5,11.1,510.2,0,225.5,0,,1006.4
1966/7,,33.0,14.1,160.8,0,52.5,0,,1005.1
1966/8,,34.9,21.2,54.5,0,25.5,0,,1005.9
1966/9,,32.8,14.6,197.1,0,72.5,0,,1006.9
1966/10,,26.7,11.0,108.5,0,52.0,0,,1011.5
1966/11,,24.9,2.1,29.0,0,14.5,0,,1012.8
1966/12,,15.3,-1.9,8.0,0,8.0,0,,1012.2
1967/1,,15.4,-3.6,32.2,0,14.0,0,,1011.3
1967/2,,19.1,-4.0,43.8,0,15.5,0,,1014.1
1967/3,,23.3,-0.9,69.7,0,25.5,0,,1011.6
1967/4,,24.2,1.8,104.7,0,25.0,0,,1014.7
1967/5,,30.4,12.3,49.3,0,26.0,0,,1008.2
1967/6,,30.9,16.2,109.3,0,41.5,0,,1002.2
1967/7,,34.1,19.6,89.2,0,24.0,0,,1003.7
1967/8,,37.2,21.5,67.3,0,22.0,0,,1003.1
1967/9,,31.3,15.4,148.8,0,41.5,0,,1006.4
1967/10,,26.0,9.5,214.7,0,43.0,0,,1012.1
1967/11,,24.1,2.9,61.4,0,20.0,0,,1017.2
1967/12,,16.2,-2.6,32.9,0,16.0,0,,1012.2
1968/1,,16.2,-1.9,9.5,0,5.0,0,,1007.4
1968/2,,15.5,-2.9,48.0,0,21.0,0,,1012.0
1968/3,,20.5,1.4,94.0,0,25.5,0,,1010.4
1968/4,,23.4,6.6,117.5,0,29.0,0,,1013.9
1968/5,,25.5,10.0,185.5,0,39.5,0,,1007.4
1968/6,,30.0,15.9,175.0,0,53.5,0,,1007.1
1968/7,,32.3,18.6,136.0,0,74.0,0,,1003.2
1968/8,,33.5,19.9,256.0,0,56.0,0,,1004.1
1968/9,,28.9,16.0,109.5,0,25.5,0,,1011.2
1968/10,,27.2,8.8,152.5,0,37.5,0,,1011.5
1968/11,,23.4,4.0,19.5,0,14.5,0,,1014.9
1968/12,,20.1,1.1,188.0,0,75.5,0,,1010.8
1969/1,,22.6,-2.1,54.5,0,23.0,0,,1010.1
1969/2,,19.1,-1.2,100.0,0,23.5,0,,1012.5
1969/3,,21.9,-1.5,121.0,0,48.0,0,,1011.5
1969/4,,27.2,1.0,73.0,0,38.0,0,,1010.4
1969/5,,30.3,13.0,88.5,0,33.0,0,,1005.0
1969/6,,29.3,13.0,187.5,0,41.5,0,,1004.2
1969/7,,36.6,15.6,102.0,0,37.0,0,,1006.8
1969/8,,35.8,20.5,131.5,0,35.0,0,,1004.9
1969/9,,33.2,13.6,238.5,0,74.5,0,,1009.8
1969/10,,26.1,8.8,146.0,0,66.5,0,,1011.9
1969/11,,24.2,2.6,93.5,0,27.5,0,,1014.6
1969/12,,19.7,-1.7,7.0,0,6.0,0,,1012.6
1970/1,,14.2,-4.0,58.5,0,44.5,0,,1010.8
1970/2,,17.7,-2.2,34.5,0,15.5,0,,1011.6
1970/3,,16.5,-2.6,46.5,0,20.5,0,,1010.8
1970/4,,24.1,4.9,94.0,0,41.5,0,,1013.7
1970/5,,30.0,11.2,161.5,0,50.0,0,,1008.5
1970/6,,31.0,13.1,218.0,0,51.5,0,,1007.5
1970/7,,34.9,17.1,118.5,0,73.0,0,,1004.4
1970/8,,35.5,19.9,20.5,0,6.5,0,,1007.4
1970/9,,35.4,13.5,86.0,0,36.5,0,,1009.2
1970/10,,26.1,7.4,98.5,0,23.5,0,,1014.3
1970/11,,23.4,2.0,144.5,0,60.0,0,,1012.4
1970/12,,20.5,-0.6,41.0,0,19.5,0,,1011.8
1971/1,,13.5,-2.2,32.0,0,16.0,0,,1009.8
1971/2,,16.2,-1.5,38.0,0,11.5,0,,1012.2
1971/3,,20.4,-0.9,67.5,0,19.5,0,,1010.8
1971/4,,25.9,5.3,134.0,0,71.0,0,,1011.2
1971/5,,28.8,9.4,110.0,0,35.5,0,,1008.6
1971/6,,30.7,15.4,91.5,0,27.5,0,,1003.7
1971/7,,33.7,18.6,153.5,0,51.5,0,,1002.6
1971/8,,34.4,19.4,195.0,0,169.5,0,,1005.5
1971/9,,30.8,14.6,273.0,0,119.0,0,,1008.0
1971/10,,24.1,7.4,258.5,0,68.0,0,,1013.0
1971/11,,21.3,1.5,30.5,0,11.0,0,,1014.5
1971/12,,19.3,1.0,55.0,0,43.0,0,,1013.8
1972/1,,16.8,-2.1,113.5,0,41.0,0,,1014.7
1972/2,,14.6,-1.5,142.0,0,33.5,0,,1009.5
1972/3,,24.1,0.8,44.0,0,13.5,0,,1010.1
1972/4,,25.5,2.3,186.5,0,43.0,0,,1013.1
1972/5,,26.7,9.4,116.0,0,43.5,0,,1006.1
1972/6,,31.2,14.7,107.0,0,25.5,0,,1004.6
1972/7,,32.1,17.9,301.0,0,103.0,0,,1004.6
1972/8,,35.2,19.1,94.5,0,62.0,0,,1005.8
1972/9,,31.6,16.2,281.0,0,97.5,0,,1008.0
1972/10,,26.2,10.9,43.5,0,14.5,0,,1012.5
1972/11,,22.9,3.1,43.0,0,22.0,0,,1012.0
1972/12,,16.9,0.0,155.5,0,82.5,0,,1012.7
1973/1,,17.3,-0.4,136.0,0,46.0,0,,1013.6
1973/2,,18.0,-1.9,45.0,0,22.5,0,,1010.9
1973/3,,22.4,-0.8,10.0,0,7.5,0,,1009.8
1973/4,,26.6,5.5,143.0,0,34.5,0,,1009.5
1973/5,,27.5,9.5,97.5,0,25.5,0,,1008.4
1973/6,,27.8,13.4,121.5,0,46.0,0,,1005.2
1973/7,,34.7,19.4,49.5,0,24.0,0,,1006.5
1973/8,,34.3,24.0,50.0,0,20.5,0,,1008.7
1973/9,,34.5,17.1,155.0,0,60.5,0,,1008.5
1973/10,,28.2,9.5,237.5,0,73.5,0,,1013.6
1973/11,,22.0,3.0,104.5,0,96.5,0,,1010.8
1973/12,,16.4,-1.7,0.0,0,0.0,0,,1009.0
1974/1,,13.6,-2.0,29.0,0,24.5,0,,1009.7
1974/2,,18.1,-2.7,58.5,0,13.0,0,,1011.2
1974/3,,20.1,-0.6,114.0,0,43.0,0,,1012.5
1974/4,,23.8,3.6,151.0,0,41.0,0,,1008.5
1974/5,,29.5,10.4,93.5,0,48.5,0,,1009.7
1974/6,,28.9,16.1,204.5,0,48.5,0,,1003.3
1974/7,,34.2,16.2,270.5,0,54.5,0,,1005.4
1974/8,,34.2,22.2,179.0,0,37.5,0,,1003.8
1974/9,,32.3,14.7,246.5,0,87.5,0,,1008.4
1974/10,,26.1,9.1,165.0,0,60.5,0,,1011.3
1974/11,,22.3,3.2,30.5,0,14.0,0,,1014.5
1974/12,,15.7,-0.1,38.5,0,13.5,0,,1015.9
1975/1,,17.6,-1.8,67.5,0,28.0,0,,1010.2
1975/2,,15.0,-2.6,75.0,0,32.5,0,,1008.9
1975/3,,18.6,-0.8,108.0,0,62.5,0,,1009.4
1975/4,,24.0,4.8,161.5,0,54.0,0,,1011.3
1975/5,,28.3,11.5,151.0,0,63.0,0,,1007.9
1975/6,,29.5,15.4,106.5,0,29.5,0,,1003.9
1975/7,,35.6,17.9,175.5,0,93.0,0,,1005.3
1975/8,,35.5,21.0,26.5,0,15.5,0,,1007.6
1975/9,,34.1,15.8,99.5,0,32.0,0,,1009.3
1975/10,,27.9,7.5,273.0,0,63.0,0,,1013.1
1975/11,,25.1,3.1,245.0,0,88.5,0,,1015.2
1975/12,,15.3,0.5,51.5,0,19.5,0,,1012.5
1976/1,,18.6,-3.9,0.5,0,0.5,0,,1009.1
1976/2,,18.3,-2.8,128.0,0,49.5,0,,1012.8
1976/3,,19.1,1.2,87.0,0,30.5,0,,1011.6
1976/4,,23.7,3.8,129.0,0,25.0,0,,1012.9
1976/5,,28.2,8.4,218.0,0,51.0,0,,1007.9
1976/6,,29.3,14.1,186.0,0,48.5,0,,1006.0
1976/7,,33.4,14.0,102.0,0,50.5,0,,1007.7
1976/8,,35.4,17.9,159.0,0,39.5,0,,1005.8
1976/9,,31.6,13.5,284.0,0,54.5,0,,1008.2
1976/10,,26.9,7.8,155.0,0,56.0,0,,1010.4
1976/11,,24.1,1.6,78.0,0,24.5,0,,1014.3
1976/12,,15.2,-2.3,31.0,0,27.5,0,,1011.5
1977/1,,17.9,-2.7,19.5,0,17.5,0,,1012.3
1977/2,,20.3,-3.8,27.0,0,15.0,0,,1011.5
1977/3,,20.1,-3.3,167.0,0,76.5,0,,1013.9
1977/4,,25.8,5.3,110.5,0,38.5,0,,1009.3
1977/5,,30.5,10.4,96.5,0,74.5,0,,1007.8
1977/6,,29.5,14.1,202.5,0,47.5,0,,1005.5
1977/7,,33.6,17.4,91.0,0,29.5,0,,1005.0
1977/8,,34.9,17.6,290.5,0,81.5,0,,1002.7
1977/9,,32.3,16.5,233.5,0,104.5,0,,1009.2
1977/10,,27.6,10.6,60.0,0,47.0,0,,1015.9
1977/11,,26.7,5.3,102.5,0,58.5,0,,1014.6
1977/12,,22.0,0.3,53.5,0,39.0,0,,1014.3
1978/1,,16.3,-1.6,28.0,0,17.5,0,,1007.3
1978/2,,15.7,-2.0,32.0,0,20.0,0,,1009.7
1978/3,,18.8,1.0,115.5,0,29.5,0,,1009.1
1978/4,,24.5,4.5,186.5,0,54.0,0,,1008.2
1978/5,,26.0,8.6,130.0,0,34.5,0,,1008.5
1978/6,,31.6,15.0,104.0,0,42.0,0,,1005.7
1978/7,,33.6,21.5,45.0,0,25.0,0,,1006.8
1978/8,,36.3,21.9,26.0,0,13.0,0,,1006.2
1978/9,,33.1,15.8,124.0,0,29.0,0,,1009.2
1978/10,,26.6,10.4,147.0,0,31.5,0,,1013.6
1978/11,,22.1,5.4,65.0,0,31.0,0,,1013.8
1978/12,,18.9,0.0,27.0,0,18.0,0,,1015.6
1979/1,,16.6,-0.5,59.0,0,38.5,0,,1012.2
1979/2,,19.9,1.5,96.0,0,22.0,0,,1007.5
1979/3,,22.8,1.6,92.0,0,64.0,0,,1009.5
1979/4,,24.0,5.8,109.5,0,29.5,0,,1010.6
1979/5,,27.9,10.3,148.5,0,66.0,0,,1006.4
1979/6,,34.1,15.5,63.0,0,15.0,0,,1008.1
1979/7,,34.3,18.1,88.5,0,41.0,0,,1003.7
1979/8,,33.5,20.7,104.5,0,36.0,0,,1005.2
1979/9,,32.7,16.8,146.5,0,46.5,0,,1010.3
1979/10,,32.6,12.7,320.5,0,122.5,0,,1009.9
1979/11,,25.3,5.1,182.5,0,37.5,0,,1015.2
1979/12,,18.7,3.3,43.0,0,19.0,0,,1015.4
1980/1,,18.8,-1.1,88.5,0,23.0,0,,1009.2
1980/2,,13.3,-1.2,26.0,0,17.5,0,,1011.5
1980/3,,21.2,1.3,173.5,0,39.0,0,,1011.5
1980/4,,24.0,4.6,107.0,0,32.0,0,,1012.3
1980/5,,29.5,9.6,154.5,0,33.0,0,,1007.9
1980/6,,31.6,17.7,172.5,0,49.5,0,,1006.3
1980/7,,33.0,16.4,202.0,0,57.0,0,,1003.7
1980/8,,32.2,17.6,168.5,0,44.5,0,,1006.0
1980/9,,31.9,13.2,181.5,0,65.5,0,,1009.1
1980/10,,28.8,8.7,136.0,0,65.0,0,,1011.7
1980/11,,21.8,5.1,133.5,0,48.0,0,,1013.5
1980/12,,19.3,-0.7,34.0,0,11.5,0,,1006.0
1981/1,,12.0,-2.2,3.5,0,2.0,0,,1009.2
1981/2,,17.2,-3.5,38.0,0,26.5,0,,1009.5
1981/3,,20.6,0.2,113.0,0,25.5,0,,1011.9
1981/4,,23.9,2.7,166.0,0,55.0,0,,1008.4
1981/5,,28.4,10.2,151.5,0,60.0,0,,1006.2
1981/6,,32.0,12.4,103.0,0,26.5,0,,1006.1
1981/7,,34.3,17.0,167.0,0,81.0,0,,1007.1
1981/8,,33.9,20.0,133.0,0,42.0,0,,1002.4
1981/9,,31.6,15.6,138.5,0,27.5,0,,1009.3
1981/10,,26.7,10.1,343.5,0,215.0,0,,1011.1
1981/11,,21.4,2.4,99.0,0,40.0,0,,1014.2
1981/12,,16.2,0.4,7.5,0,7.5,0,,1013.8
1982/1,,16.8,-1.0,32.5,0,18.5,0,,1010.9
1982/2,,13.1,-1.0,51.5,0,12.5,0,,1012.8
1982/3,,21.3,1.2,73.0,0,17.0,0,,1011.7
1982/4,,23.2,4.7,134.0,0,63.0,0,,1011.4
1982/5,,28.7,11.9,85.5,0,21.0,0,,1007.2
1982/6,,29.4,14.8,224.5,0,60.5,0,,1003.2
1982/7,,31.2,16.1,140.0,0,33.5,0,,1005.9
1982/8,,33.0,22.0,152.5,0,71.0,0,,1006.3
1982/9,,31.3,17.0,371.5,0,167.5,0,,1008.7
1982/10,,27.3,9.5,159.5,0,45.0,0,,1012.6
1982/11,,25.3,3.5,136.0,0,73.0,0,,1014.3
1982/12,,20.9,1.4,15.0,0,8.5,0,,1013.0
1983/1,,16.5,-2.4,29.5,0,15.5,0,,1014.2
1983/2,,15.0,-0.9,50.5,0,36.5,0,,1010.8
1983/3,,17.2,1.3,99.0,0,27.5,0,,1012.1
1983/4,,26.8,7.8,114.5,0,25.0,0,,1011.2
1983/5,,28.5,11.0,105.5,0,63.0,0,,1008.2
1983/6,,29.8,13.6,198.0,0,40.0,0,,1005.4
1983/7,,32.9,15.1,141.5,0,44.5,0,,1003.3
1983/8,,37.1,21.2,168.5,0,66.5,0,,1004.7
1983/9,,33.3,14.9,242.5,0,97.5,0,,1009.1
1983/10,,27.9,7.3,130.0,0,33.0,0,,1012.7
1983/11,,21.6,2.2,53.5,0,21.0,0,,1012.0
1983/12,,17.3,-0.6,7.5,0,4.0,0,,1010.4
1984/1,,14.6,-2.5,50.0,0,19.5,0,,1010.3
1984/2,,12.8,-3.5,51.0,0,20.0,0,,1010.4
1984/3,,19.1,-1.5,69.0,0,19.5,0,,1011.0
1984/4,,24.0,1.8,64.0,0,22.5,0,,1014.3
1984/5,,27.7,9.3,77.5,0,21.0,0,,1009.0
1984/6,,31.5,16.5,202.0,0,73.0,0,,1006.9
1984/7,,33.6,17.5,81.5,0,23.0,0,,1004.0
1984/8,,35.0,21.8,31.5,0,14.0,0,,1006.9
1984/9,,38.1,15.7,61.0,0,15.5,0,,1008.8
1984/10,,30.4,7.7,73.5,0,36.0,0,,1011.3
1984/11,,22.7,3.7,50.5,0,21.0,0,,1016.3
1984/12,,19.8,-1.1,68.0,0,34.5,0,,1011.9
1985/1,,13.5,-2.5,4.5,0,4.5,0,,1012.8
1985/2,,14.7,-1.3,142.0,0,59.5,0,,1008.1
1985/3,,20.3,1.3,134.5,0,31.0,0,,1016.7
1985/4,,23.7,3.3,201.5,0,55.5,0,,1010.9
1985/5,,26.5,12.2,89.5,0,24.0,0,,1009.5
1985/6,,30.1,13.2,381.0,0,96.0,0,,1006.7
1985/7,,34.3,19.7,115.0,0,42.5,0,,1003.5
1985/8,,33.9,22.6,146.0,0,50.0,0,,1008.8
1985/9,,35.0,14.5,106.0,0,23.5,0,,1010.5
1985/10,,29.0,10.0,92.5,0,45.5,0,,1013.3
1985/11,,24.5,3.6,85.5,0,33.5,0,,1009.9
1985/12,,18.8,-0.5,18.5,0,12.0,0,,1011.7
1986/1,,11.8,-1.3,15.0,0,13.5,0,,1010.2
1986/2,,14.5,-1.6,27.5,0,14.5,0,,1010.2
1986/3,,18.1,0.0,188.0,0,83.0,0,,1009.8
1986/4,,23.0,4.6,88.0,0,24.5,0,,1011.6
1986/5,,26.9,11.2,210.0,0,80.5,0,,1005.6
1986/6,,31.5,13.8,138.0,0,37.0,0,,1005.5
1986/7,,33.4,16.7,137.0,0,58.0,0,,1005.9
1986/8,,34.6,19.6,233.5,0,185.0,0,,1005.1
